!|.--> 35
#|#--> 62
$|$--> 3842
electronics|NN--> 6
electronics|NNS--> 16
electronics-instruments|JJ--> 1
electronics-product|NN--> 1
elegant|JJ--> 2
elegantly|RB--> 1
element|NN--> 5
elementary|JJ--> 2
elements|NNS--> 4
elephants|NNS--> 1
elevated|VBD--> 1
elevates|VBZ--> 1
elevations|NNS--> 1
elevators|NNS--> 3
eleven|CD--> 1
eligible|JJ--> 5
eligible|NN--> 2
eliminate|VB--> 20
eliminated|VBD--> 5
eliminated|VBN--> 4
eliminating|VBG--> 10
elimination|NN--> 5
elite|JJ--> 1
elite|NNS--> 1
elitists|NNS--> 1
elixir|NN--> 1
elliptical|JJ--> 1
elongate|VB--> 1
eloquent|JJ--> 2
eloquently|RB--> 2
else|JJ--> 7
else|RB--> 39
elsewhere|RB--> 17
elusive|JJ--> 2
emasculate|VB--> 1
emasculation|NN--> 1
embargo|NN--> 3
embark|VB--> 2
embarked|VBD--> 1
embarrass|VB--> 1
embarrassed|JJ--> 2
embarrassed|VBN--> 2
embarrassing|JJ--> 2
embarrassment|NN--> 6
embassy|NN--> 2
embattled|JJ--> 1
embezzled|VBD--> 1
embezzling|VBG--> 2
emblematic|JJ--> 1
embodied|VBN--> 1
embody|VBP--> 2
emboldened|VBN--> 1
embraced|VBD--> 3
embraced|VBN--> 3
embraces|VBZ--> 3
embroiled|VBN--> 1
embryo|NN--> 9
emcee|NN--> 2
emerge|VB--> 12
emerge|VBP--> 1
emerged|VBD--> 8
emerged|VBN--> 2
emergence|NN--> 2
emergencies|NNS--> 1
emergency|NN--> 30
emerges|VBZ--> 4
emerging|VBG--> 13
emeritus|NN--> 3
emigration|NN--> 2
eminent|JJ--> 1
emissaries|NNS--> 1
emissions|NNS--> 4
emotion|NN--> 3
emotional|JJ--> 8
emotionally|RB--> 3
emotions|NNS--> 2
empathize|VB--> 1
empathy|NN--> 1
emphasis|NN--> 21
emphasize|VB--> 2
emphasized|VBD--> 8
emphasized|VBN--> 1
emphasizes|VBZ--> 4
emphasizing|VBG--> 4
empire|NN--> 8
employ|VB--> 3
employ|VBP--> 3
employed|VBN--> 9
employee|NN--> 28
employee-benefit|JJ--> 1
employee-health|NN--> 2
employees|NNS--> 121
employer|NN--> 9
employer-sponsored|JJ--> 1
employers|NNS--> 19
employing|VBG--> 3
employment|NN--> 31
employs|VBZ--> 13
empower|VBP--> 1
empowering|VBG--> 1
empowers|VBZ--> 1
empty|JJ--> 3
emulated|VBN--> 1
en|FW--> 1
en|IN--> 3
enable|VB--> 10
enable|VBP--> 1
enabled|VBD--> 2
enabled|VBN--> 1
enables|VBZ--> 3
enabling|VBG--> 4
enact|VB--> 4
enacted|VBD--> 1
enacted|VBN--> 5
enacting|VBG--> 1
enactment|NN--> 7
encapsulate|VB--> 1
enclosed|VBN--> 1
encompass|VB--> 1
encompassed|VBD--> 1
encore|NN--> 1
encounter|NN--> 1
encountered|VBD--> 3
encountered|VBN--> 1
encounters|VBZ--> 2
encourage|VB--> 20
encourage|VBP--> 4
encouraged|JJ--> 1
encouraged|VBD--> 5
encouraged|VBN--> 6
encouragement|NN--> 5
encourages|VBZ--> 5
encouraging|JJ--> 5
encouraging|VBG--> 4
encumbered|VBN--> 1
end|JJ--> 1
end|NN--> 190
end|VB--> 48
end|VBP--> 3
end-of-season|JJ--> 1
end-of-year|JJ--> 1
endanger|VB--> 3
endangered|JJ--> 1
endangered|VBN--> 3
endangerment|NN--> 2
ended|VBD--> 109
ended|VBN--> 63
ending|NN--> 1
ending|VBG--> 33
endings|NNS--> 2
endless|JJ--> 2
endlessly|RB--> 1
endorse|VB--> 1
endorse|VBP--> 1
endorsed|VBD--> 2
endorsed|VBN--> 4
endorsement|NN--> 3
endorsements|NNS--> 3
endorses|VBZ--> 1
endorsing|VBG--> 4
endowed|VBN--> 1
endowment|NN--> 2
endrocrine|JJ--> 1
ends|NNS--> 3
ends|VBZ--> 10
endure|VB--> 1
endured|VBD--> 2
enduring|JJ--> 1
enduring|VBG--> 1
enemies|NNS--> 6
enemy|NN--> 3
energetic|JJ--> 3
energies|NNS--> 1
energized|VBN--> 1
energy|NN--> 33
enforce|VB--> 2
enforce|VBP--> 1
enforced|VBN--> 1
enforcement|NN--> 13
enforcing|VBG--> 2
engage|VB--> 8
engage|VBP--> 4
engaged|VBD--> 5
engaged|VBN--> 13
engagements|NNS--> 1
engages|VBZ--> 1
engaging|JJ--> 1
engaging|VBG--> 2
engine|NN--> 23
engineer|NN--> 5
engineered|JJ--> 1
engineered|VBN--> 10
engineering|NN--> 34
engineering|VBG--> 1
engineers|NNS--> 12
engines|NNS--> 12
engulfed|VBD--> 1
enhance|VB--> 10
enhanced|JJ--> 1
enhanced|VBD--> 1
enhanced|VBN--> 5
enhancement|NN--> 2
enhances|VBZ--> 3
enhancing|VBG--> 3
enigma|NN--> 1
enjoin|VB--> 1
enjoined|VBN--> 1
enjoy|VB--> 6
enjoy|VBP--> 4
enjoyable|JJ--> 1
enjoyed|VBD--> 3
enjoyed|VBN--> 4
enjoying|VBG--> 5
enjoyment|NN--> 1
enjoys|VBZ--> 3
enlarge|VB--> 1
enlarged|JJ--> 1
enlarging|VBG--> 1
enlightened|JJ--> 1
enlightened|VBN--> 1
enlightening|VBG--> 1
enlightenment|NN--> 1
enlisted|VBD--> 1
enlisting|VBG--> 1
enlivening|VBG--> 1
ennui|NN--> 2
ennumerated|VBD--> 1
enormous|JJ--> 23
enormously|RB--> 1
enough|JJ--> 38
enough|NN--> 4
enough|RB--> 54
enraged|JJ--> 1
enrollees|NNS--> 1
enrollment|NN--> 1
enroute|RB--> 1
ensconced|VBN--> 1
ensemble|NN--> 1
ensue|VB--> 1
ensued|VBD--> 1
ensuing|VBG--> 1
ensure|VB--> 29
ensures|VBZ--> 1
ensuring|VBG--> 7
entail|VB--> 2
entangled|JJ--> 1
enter|VB--> 19
enter|VBP--> 4
entered|VBD--> 16
entered|VBN--> 8
entering|VBG--> 10
enterprise|NN--> 4
enterprises|NNS--> 11
enters|VBZ--> 3
entertained|VBN--> 1
entertainers|NNS--> 1
entertaining|JJ--> 3
entertaining|VBG--> 1
entertainment|NN--> 26
enthusiasm|NN--> 3
enthusiasms|NNS--> 1
enthusiastic|JJ--> 4
enthusiastically|RB--> 1
enthusiasts|NNS--> 3
entice|VB--> 3
entice|VBP--> 1
entire|JJ--> 45
entire|NN--> 1
entirely|RB--> 11
entirety|NN--> 1
entities|NNS--> 10
entitle|VB--> 3
entitled|VBN--> 6
entitlement|NN--> 4
entitles|VBZ--> 2
entitling|VBG--> 2
entity|NN--> 10
entombed|VBN--> 1
entourage|NN--> 1
entrenched|JJ--> 1
entrenched|VBN--> 2
entrepreneur|NN--> 7
entrepreneurial|JJ--> 3
entrepreneurs|NNS--> 9
entries|NNS--> 1
entry|NN--> 12
entry-price|JJ--> 1
entwined|VBN--> 1
enunciation|NN--> 1
envelope|NN--> 2
envelopes|NNS--> 1
enviable|JJ--> 4
enviably|RB--> 1
environment|NN--> 29
environmental|JJ--> 61
environmentalism|NN--> 3
environmentalist|NN--> 1
environmentalists|NNS--> 8
environmentally|RB--> 2
environments|NNS--> 1
envisaged|VBD--> 2
envision|VB--> 1
envisioned|VBN--> 1
envisions|VBZ--> 1
envoy|NN--> 1
envy|NN--> 5
envy-quotient|NN--> 1
eons|NNS--> 1
epicenter|NN--> 2
epilepsy|NN--> 2
epileptics|NNS--> 1
episode|NN--> 4
episodes|NNS--> 2
epsiode|NN--> 1
equal|JJ--> 22
equal|VB--> 2
equal|VBP--> 2
equaled|VBD--> 1
equaling|VBG--> 9
equality|NN--> 1
equally|RB--> 7
equate|VB--> 1
equated|VBN--> 1
equates|VBZ--> 1
equation|NN--> 4
equilibrium|NN--> 1
equipment|NN--> 93
equipped|JJ--> 1
equipped|VBD--> 1
equipped|VBN--> 3
equitable|JJ--> 1
equities|NNS--> 7
equity|NN--> 96
equity-like|JJ--> 1
equity-purchase|JJ--> 7
equity-purchase|NN--> 1
equivalent|JJ--> 9
equivalent|NN--> 14
equivalents|NNS--> 1
era|NN--> 7
eradicate|VB--> 1
erect|VB--> 1
erode|VB--> 7
erode|VBP--> 1
eroded|VBN--> 1
eroding|VBG--> 4
erosion|NN--> 6
err|VBP--> 1
errata|NNS--> 1
erratic|JJ--> 2
erratically|RB--> 1
erred|VBN--> 1
erroneous|JJ--> 2
erroneously|RB--> 1
error|NN--> 10
errors|NNS--> 8
errs|VBZ--> 1
ersatz|JJ--> 1
erupt|VB--> 1
erupted|VBD--> 4
erupted|VBN--> 1
eruption|NN--> 2
erythropoietin|NN--> 1
escalate|VB--> 1
escalation|NN--> 1
escalators|NNS--> 1
escape|VB--> 8
escaped|VBD--> 2
escaped|VBN--> 1
escaping|VBG--> 2
eschewed|VBN--> 1
escrow|NN--> 3
esoteric|JJ--> 1
especially|RB--> 86
espionage|NN--> 1
espresso|NN--> 1
essay|NN--> 1
essence|NN--> 4
essential|JJ--> 12
essentially|RB--> 8
establish|VB--> 24
established|JJ--> 2
established|VBD--> 6
established|VBN--> 24
establishes|VBZ--> 2
establishing|VBG--> 7
establishment|NN--> 13
estate|NN--> 111
estimable|JJ--> 1
estimate|NN--> 41
estimate|VB--> 8
estimate|VBP--> 11
estimated|JJ--> 29
estimated|VBD--> 19
estimated|VBN--> 61
estimates|NNS--> 48
estimates|VBZ--> 18
estimating|NN--> 1
estimating|VBG--> 4
estimators|NNS--> 1
et|CC--> 1
et|FW--> 1
etc|FW--> 3
etc.|FW--> 1
etc.|NN--> 1
eternal|JJ--> 1
ethical|JJ--> 4
ethics|NNS--> 6
ethnic|JJ--> 6
ethnography|NN--> 1
ethos|NN--> 1
ethylene|NN--> 3
etiquette|NN--> 1
euphoria|NN--> 3
evacuation|NN--> 3
evade|VB--> 4
evaders|NNS--> 1
evaluate|VB--> 8
evaluate|VBP--> 1
evaluated|VBN--> 1
evaluates|VBZ--> 1
evaluating|VBG--> 4
evaluation|NN--> 9
evaluations|NNS--> 2
evangelist|NN--> 1
evangelist-industrialist|NN--> 1
evaporate|VB--> 2
evaporated|VBN--> 1
evaporation|NN--> 1
evasion|NN--> 4
eve|NN--> 2
even|JJ--> 8
even|RB--> 348
even|VB--> 2
evenhanded|JJ--> 1
evening|NN--> 11
evenings|NNS--> 1
evenly|RB--> 2
event|NN--> 29
events|NNS--> 49
eventual|JJ--> 7
eventually|RB--> 33
ever|RB--> 64
ever-changing|JJ--> 2
ever-growing|JJ--> 1
ever-optimistic|JJ--> 1
everlasting|JJ--> 1
every|DT--> 90
everybody|NN--> 18
everyday|JJ--> 6
everyone|NN--> 35
everything|NN--> 34
everywhere|RB--> 6
evidence|NN--> 62
evidenced|VBN--> 2
evident|JJ--> 11
evidently|RB--> 1
evil|JJ--> 2
evil|NN--> 2
evil-doers|NNS--> 1
eviscerating|VBG--> 1
evoke|VBP--> 1
evolution|NN--> 6
evolutionary|JJ--> 3
evolve|VB--> 2
evolved|VBN--> 2
evolving|VBG--> 2
ex|FW--> 1
ex-President|JJ--> 1
ex-President|NNP--> 2
ex-accountant|NN--> 1
ex-chief|JJ--> 1
ex-dividend|JJ--> 2
ex-dividend|NN--> 2
ex-investment|JJ--> 1
ex-player|NN--> 1
ex-president|NN--> 1
ex-wife|NN--> 1
exacerbate|VB--> 1
exacerbated|VBD--> 1
exacerbated|VBN--> 2
exacerbates|VBZ--> 1
exacerbating|VBG--> 1
exact|JJ--> 6
exactly|RB--> 19
exaggerate|VB--> 2
exaggerated|JJ--> 3
examination|NN--> 11
examinations|NNS--> 2
examine|VB--> 9
examined|VBD--> 1
examined|VBN--> 1
examiner|NN--> 7
examiners|NNS--> 6
examines|VBZ--> 1
examining|VBG--> 4
example|NN--> 108
examples|NNS--> 2
exams|NNS--> 1
exasperation|NN--> 1
excavating|VBG--> 1
excavator|NN--> 1
excavators|NNS--> 1
exceed|VB--> 10
exceed|VBP--> 8
exceeded|VBD--> 14
exceeded|VBN--> 2
exceeding|VBG--> 5
exceedingly|RB--> 1
exceeds|VBZ--> 7
excellent|JJ--> 15
except|IN--> 23
exception|NN--> 11
exceptional|JJ--> 1
exceptionally|RB--> 4
exceptions|NNS--> 10
excerpts|NNS--> 2
excess|JJ--> 12
excess|NN--> 10
excesses|NNS--> 3
excessive|JJ--> 11
exchange|NN--> 173
exchange|VB--> 5
exchange|VBP--> 2
exchange-listed|JJ--> 2
exchange-rate|JJ--> 3
exchange-rate|NN--> 8
exchangeable|JJ--> 1
exchanged|VBD--> 3
exchanged|VBN--> 4
exchanges|NNS--> 52
exchequer|NN--> 3
excited|JJ--> 1
excited|VBN--> 1
excitement|NN--> 4
exciting|JJ--> 6
exclaims|VBZ--> 2
exclude|VB--> 2
exclude|VBP--> 3
excluded|VBN--> 3
excludes|VBZ--> 1
excluding|VBG--> 11
exclusion|NN--> 3
exclusionary|JJ--> 1
exclusions|NNS--> 1
exclusive|JJ--> 22
exclusively|RB--> 7
exclusivity|NN--> 5
excorciate|VB--> 1
excoriated|VBN--> 1
excretory|JJ--> 1
excrutiatingly|RB--> 1
excursions|NNS--> 1
excuse|NN--> 8
excuse|VB--> 1
excutives|NNS--> 1
execute|VB--> 6
execute|VBP--> 1
executed|VBD--> 1
executed|VBN--> 7
executes|VBZ--> 1
executing|VBG--> 5
execution|NN--> 12
executions|NNS--> 6
executive|JJ--> 108
executive|NN--> 208
executive-branch|JJ--> 1
executive-legislative|JJ--> 1
executive-level|JJ--> 1
executive-model|JJ--> 1
executives|NNS--> 128
exemplar|NN--> 1
exemplified|VBN--> 1
exempt|JJ--> 4
exempt|VB--> 2
exempted|VBN--> 1
exempting|VBG--> 1
exemption|NN--> 7
exemptions|NNS--> 1
exercisable|JJ--> 8
exercise|NN--> 26
exercise|VB--> 6
exercise|VBP--> 4
exercised|VBD--> 1
exercised|VBN--> 5
exercises|NNS--> 1
exercises|VBZ--> 4
exercising|VBG--> 3
exerpts|NNS--> 1
exerted|VBN--> 1
exhaled|VBD--> 1
exhausted|VBD--> 1
exhausted|VBN--> 2
exhausting|JJ--> 1
exhausting|VBG--> 1
exhaustion|NN--> 2
exhaustive|JJ--> 1
exhibit|NN--> 4
exhibit|VB--> 1
exhibition|NN--> 3
exhibitions|NNS--> 2
exhibits|NNS--> 1
exhilarating|JJ--> 1
exile|NN--> 3
exiled|VBD--> 1
exist|VB--> 11
exist|VBP--> 9
existed|VBD--> 1
existence|NN--> 6
existent|JJ--> 1
existentialist|NN--> 1
existing|JJ--> 9
existing|VBG--> 39
exists|VBZ--> 5
exit|NN--> 1
exits|VBZ--> 1
exodus|NN--> 2
exonerated|VBD--> 2
exonerated|VBN--> 1
exorbitant|JJ--> 2
exorcise|VB--> 1
exorcism|NN--> 2
exorcisms|NNS--> 1
exorcist|NN--> 1
exotic|JJ--> 3
expand|VB--> 36
expand|VBP--> 1
expanded|JJ--> 4
expanded|VBD--> 4
expanded|VBN--> 8
expanding|VBG--> 20
expands|VBZ--> 2
expansion|NN--> 37
expansionary|JJ--> 1
expansionists|NNS--> 1
expansive|JJ--> 1
expect|VB--> 43
expect|VBP--> 64
expectant|JJ--> 1
expectation|NN--> 7
expectations|NNS--> 35
expected|JJ--> 25
expected|VBD--> 36
expected|VBN--> 251
expecting|VBG--> 12
expects|VBZ--> 140
expedients|NNS--> 1
expedited|JJ--> 1
expediting|VBG--> 1
expeditiously|RB--> 1
expelled|VBN--> 2
expendable|JJ--> 1
expended|VBN--> 1
expenditure|NN--> 4
expenditures|NNS--> 11
expenditures|VBZ--> 1
expense|NN--> 18
expenses|NNS--> 49
expensive|JJ--> 38
expensive|RB--> 1
experience|NN--> 32
experience|VB--> 6
experience|VBP--> 2
experienced|JJ--> 5
experienced|VBD--> 2
experienced|VBN--> 7
experiences|NNS--> 2
experiencing|VBG--> 5
experiment|NN--> 10
experimental|JJ--> 4
experimentally|RB--> 1
experimentation|NN--> 3
experimented|VBN--> 1
experimenting|VBG--> 2
experiments|NNS--> 9
expert|JJ--> 3
expert|NN--> 7
expertise|NN--> 12
experts|NNS--> 32
expiration|NN--> 5
expire|VB--> 14
expire|VBP--> 3
expired|VBD--> 6
expired|VBN--> 4
expires|VBZ--> 15
expiring|VBG--> 1
explain|VB--> 15
explain|VBP--> 1
explained|VBD--> 12
explained|VBN--> 1
explaining|VBG--> 11
explains|VBZ--> 13
explanation|NN--> 14
explanations|NNS--> 3
explanatory|JJ--> 1
explicit|JJ--> 4
explicitly|RB--> 2
explode|VB--> 1
exploded|VBD--> 4
exploded|VBN--> 1
exploit|VB--> 3
exploited|VBN--> 1
exploiting|VBG--> 2
exploits|NNS--> 1
exploration|NN--> 27
explore|VB--> 7
explores|VBZ--> 1
exploring|VBG--> 5
explosion|NN--> 7
explosions|NNS--> 2
explosive|JJ--> 4
explosively|RB--> 1
explosives|NNS--> 1
export|JJ--> 1
export|NN--> 26
export|VB--> 4
export|VBP--> 1
export-boosting|JJ--> 1
export-control|JJ--> 1
export-related|JJ--> 2
exported|VBD--> 3
exported|VBN--> 6
exporter|NN--> 5
exporters|NNS--> 6
exporting|VBG--> 1
exports|NNS--> 58
exports|VBZ--> 3
expose|VB--> 2
exposed|JJ--> 1
exposed|VBD--> 1
exposed|VBN--> 10
exposing|JJ--> 1
exposing|VBG--> 2
exposure|NN--> 23
exposures|NNS--> 4
expounding|VBG--> 1
express|JJ--> 1
express|VB--> 4
express|VBP--> 1
expressed|VBD--> 15
expressed|VBN--> 11
expresses|VBZ--> 1
expressing|VBG--> 3
expression|NN--> 3
expressions|NNS--> 2
expressive|JJ--> 1
expressly|RB--> 2
exquisite|JJ--> 1
extend|VB--> 22
extend|VBP--> 3
extended|JJ--> 4
extended|VBD--> 6
extended|VBN--> 11
extending|VBG--> 9
extends|VBZ--> 4
extension|NN--> 11
extensions|NNS--> 2
extensive|JJ--> 12
extensively|RB--> 1
extent|NN--> 17
external|JJ--> 5
external-trade|JJ--> 1
extinct|JJ--> 1
extinction|NN--> 1
extinguish|VB--> 1
extort|VB--> 1
extorted|VBD--> 1
extortion|NN--> 2
extra|JJ--> 20
extra-nasty|JJ--> 1
extract|VB--> 2
extracted|VBD--> 1
extracted|VBN--> 2
extracting|VBG--> 1
extracurricular|JJ--> 1
extradition|NN--> 2
extramural|JJ--> 1
extraneous|JJ--> 1
extraordinarily|RB--> 5
extraordinary|JJ--> 30
extras|NNS--> 1
extraterrestrial|JJ--> 1
extravagance|NN--> 1
extreme|JJ--> 8
extreme|NN--> 2
extremely|RB--> 22
extremist|NN--> 1
extricate|VB--> 1
extrusion|NN--> 4
extrusions|NNS--> 1
eye|NN--> 27
eye-popping|JJ--> 1
eyebrow|NN--> 2
eyebrows|NNS--> 1
eyeglasses|NNS--> 1
eyeing|VBG--> 2
eyes|NNS--> 16
eyewitnesses|NNS--> 1
f|LS--> 1
f|SYM--> 1
f.o.b|JJ--> 1
fable|NN--> 1
fabled|JJ--> 3
fabric|NN--> 7
fabricate|VB--> 2
fabricated|VBN--> 1
fabrication|NN--> 4
fabrications|NNS--> 2
fabrics|NNS--> 2
fabulous|JJ--> 1
face|JJ--> 1
face|NN--> 54
face|VB--> 21
face|VBP--> 14
face-saving|JJ--> 1
face-to-face|JJ--> 2
face-to-face|RB--> 1
faced|VBD--> 6
faced|VBN--> 10
facelift|NN--> 1
facelifts|NNS--> 1
faces|VBZ--> 30
facial|JJ--> 1
facilitate|VB--> 4
facilities|NNS--> 36
facility|NN--> 40
facing|VBG--> 19
facsimile|JJ--> 4
facsimile|NN--> 1
fact|NN--> 90
fact-finding|JJ--> 2
faction|NN--> 2
factions|NNS--> 2
facto|FW--> 2
factor|NN--> 18
factor|VB--> 1
factories|NNS--> 14
factors|NNS--> 34
factory|NN--> 11
factory-jobs|NNS--> 1
facts|NNS--> 11
factual|JJ--> 1
factually|RB--> 1
faculty|NN--> 3
fad|NN--> 3
faded|VBD--> 1
faded|VBN--> 2
fading|JJ--> 1
fads|NNS--> 1
fail|VB--> 12
fail|VBP--> 5
failed|JJ--> 4
failed|VBD--> 53
failed|VBN--> 23
failing|VBG--> 12
failings|NNS--> 1
fails|VBZ--> 6
failure|NN--> 25
failure-to-supervise|JJ--> 1
failures|NNS--> 12
faint|JJ--> 2
fainting|NN--> 2
fair|JJ--> 23
fair|NN--> 2
fair-use|JJ--> 1
fairer|JJR--> 1
fairly|RB--> 25
fairness|NN--> 4
fairway|NN--> 1
fairy|NN--> 1
faith|NN--> 4
faithful|JJ--> 2
faithful|NN--> 2
faithfully|RB--> 1
fake|JJ--> 3
fake|NN--> 1
faked|VBD--> 1
faking|VBG--> 1
fall|NN--> 42
fall|VB--> 45
fall|VBP--> 7
fallacious|JJ--> 1
fallacy|NN--> 1
fallback|NN--> 1
fallen|VBN--> 24
falling|VBG--> 39
fallout|NN--> 6
fallow|JJ--> 1
falls|VBZ--> 8
false|JJ--> 14
falsely|RB--> 1
falsify|VB--> 1
falsifying|VBG--> 1
faltered|VBD--> 2
faltered|VBN--> 1
faltering|VBG--> 1
falters|VBZ--> 1
fame|NN--> 3
famed|JJ--> 1
famed|VBN--> 1
familiar|JJ--> 55
familiarity|NN--> 1
familiarize|VB--> 1
families|NNS--> 28
family|NN--> 87
family-owned|JJ--> 1
family-planning|JJ--> 1
family-planning|NN--> 2
famines|NNS--> 1
famous|JJ--> 11
fan|NN--> 6
fan|VB--> 1
fanatic|JJ--> 1
fancier|JJR--> 1
fanciful|JJ--> 1
fancy|JJ--> 9
fancy|NN--> 1
fanfare|NN--> 6
fanned|VBD--> 1
fans|NNS--> 15
fantasies|NNS--> 1
fantasize|VB--> 1
fantasize|VBP--> 1
fantastic|JJ--> 1
fantasy|NN--> 2
far|JJ--> 4
far|RB--> 185
far-from-conciliatory|JJ--> 1
far-left|JJ--> 1
far-left|NN--> 1
far-reaching|JJ--> 8
faraway|JJ--> 1
farce|NN--> 2
fare|NN--> 6
fare|VB--> 1
fare|VBP--> 4
fared|VBD--> 2
fares|NNS--> 6
farfetched|JJ--> 1
farm|NN--> 16
farm|VB--> 1
farm-product|NN--> 2
farm-trade|JJ--> 2
farmer|NN--> 20
farmers|NNS--> 30
farming|VBG--> 1
farms|NNS--> 9
farms|VBZ--> 1
farmwives|NNS--> 1
farther|RB--> 1
farther|RBR--> 2
fascinated|VBN--> 1
fascinating|JJ--> 2
fascination|NN--> 1
fascism|NN--> 1
fascist|JJ--> 2
fashion|NN--> 26
fashionable|JJ--> 6
fashionable|NN--> 1
fashioned|VBN--> 2
fashions|NNS--> 2
fast|JJ--> 6
fast|RB--> 11
fast-food|JJ--> 1
fast-food|NN--> 16
fast-growing|JJ--> 6
fast-moving|JJ--> 1
fast-track|JJ--> 1
fastball|NN--> 3
fastballs|NNS--> 1
fastener|NN--> 2
fasteners|NNS--> 2
faster|JJR--> 6
faster|RBR--> 16
faster-spending|JJ--> 1
fastest|JJS--> 4
fastest-growing|JJ--> 1
fastest-growing|JJS--> 1
fastidious|JJ--> 1
fat|JJ--> 7
fat|NN--> 2
fat-tired|JJ--> 1
fatal|JJ--> 4
fatalities|NNS--> 2
fatality|NN--> 3
fate|NN--> 7
father|NN--> 12
fathers|NNS--> 2
fats|NNS--> 1
fattened|VBD--> 1
fault|NN--> 5
faultless|JJ--> 1
faults|NNS--> 2
faulty|JJ--> 3
fauna|NNS--> 2
faux|JJ--> 1
favor|NN--> 16
favor|VB--> 4
favor|VBP--> 10
favorable|JJ--> 20
favorably|RB--> 1
favored|JJ--> 1
favored|VBD--> 4
favored|VBN--> 8
favoring|VBG--> 1
favorite|JJ--> 10
favorite|NN--> 3
favorites|NNS--> 2
favoritism|NN--> 3
favors|NNS--> 1
favors|VBZ--> 6
fax|NN--> 3
faxed|VBD--> 1
faxes|NNS--> 1
fear|NN--> 24
fear|VB--> 4
fear|VBP--> 19
feared|VBD--> 6
feared|VBN--> 6
fearful|JJ--> 2
fearing|VBG--> 6
fearless|JJ--> 1
fears|NNS--> 21
fears|VBZ--> 6
fearsome|JJ--> 1
feasibility|NN--> 1
feasible|JJ--> 1
feasted|VBN--> 1
feat|NN--> 4
featherless|JJ--> 1
feathers|NNS--> 1
feats|NNS--> 2
feature|NN--> 3
feature|VB--> 4
feature|VBP--> 1
featured|JJ--> 1
featured|VBD--> 2
featured|VBN--> 4
features|NNS--> 9
features|VBZ--> 4
featuring|VBG--> 14
fecal|JJ--> 1
feckless|JJ--> 2
fed|VBN--> 4
federal|JJ--> 295
federal-court|JJ--> 1
federally|RB--> 7
federation|NN--> 7
fee|NN--> 15
fee-for-service|JJ--> 1
fee-forfeiture|NN--> 1
feeble|JJ--> 2
feed|NN--> 7
feed|VB--> 1
feeding|NN--> 1
feeding|VBG--> 1
feeds|VBZ--> 2
feel|NN--> 3
feel|VB--> 18
feel|VBP--> 20
feel-good|JJ--> 1
feeling|NN--> 9
feeling|VBG--> 4
feelings|NNS--> 4
feels|VBZ--> 6
fees|NNS--> 52
feet|NNS--> 46
feisty|JJ--> 1
fell|VBD--> 239
fellas|NNS--> 1
felled|VBN--> 1
fellow|JJ--> 6
fellow|NN--> 8
felon|NN--> 1
felonies|NNS--> 3
felons|NNS--> 1
felony|NN--> 6
felt|VBD--> 21
felt|VBN--> 2
female|JJ--> 6
female|NN--> 4
females|NNS--> 1
feminine|JJ--> 1
feminine-care|JJ--> 1
feminism|NN--> 1
feminist|JJ--> 3
feminist|NN--> 1
feminists|NNS--> 2
fence|NN--> 3
fences|NNS--> 2
fend|VB--> 8
fended|VBD--> 1
fennel|NN--> 2
fenugreek|NN--> 2
ferocious|JJ--> 1
ferociously|RB--> 1
ferreting|VBG--> 1
ferries|NNS--> 1
ferris|JJ--> 1
ferry|NN--> 1
fertile|JJ--> 1
fertility|NN--> 2
fertility-control|JJ--> 1
fertilized|VBN--> 4
fertilizer|NN--> 3
fertilizers|NNS--> 3
fertilizing|VBG--> 1
fervor|NN--> 1
fester|VB--> 1
festival|NN--> 4
festivals|NNS--> 1
festivities|NNS--> 2
festooning|VBG--> 1
fetch|VB--> 6
fetching|VBG--> 1
fetchingly|RB--> 1
feud|NN--> 3
feuding|NN--> 1
feuding|VBG--> 2
fever|NN--> 3
few|JJ--> 188
fewer|JJR--> 25
fewest|JJS--> 1
fez-wearing|JJ--> 1
fiancee|NN--> 1
fiasco|NN--> 1
fiat|NN--> 1
fiber|NN--> 7
fiber-related|JJ--> 1
fibers|NNS--> 8
fiction|NN--> 2
fictitious|JJ--> 1
fidgeting|VBG--> 1
fiduciary|JJ--> 1
fiefdoms|NNS--> 1
field|NN--> 50
field|VB--> 1
field-crop-seeds|JJ--> 1
field-services|JJ--> 1
fielding|NN--> 1
fields|NNS--> 18
fierce|JJ--> 7
fiercely|RB--> 5
fifth|JJ--> 1
fifth|RB--> 1
fifth-biggest|JJ--> 2
fifth-consecutive|JJ--> 1
fifth-generation|JJ--> 1
fifth-largest|JJ--> 1
fight|NN--> 16
fight|VB--> 14
fight|VBP--> 1
fighter|NN--> 4
fighter-plane|NN--> 2
fighters|NNS--> 1
fighting|VBG--> 15
fights|NNS--> 3
fights|VBZ--> 1
figurative|JJ--> 1
figuratively|RB--> 1
figure|NN--> 36
figure|VB--> 4
figure|VBP--> 4
figured|VBD--> 2
figured|VBN--> 2
figures|NNS--> 66
figures|VBZ--> 10
figuring|VBG--> 3
file|NN--> 5
file|VB--> 23
file|VBP--> 1
filed|VBD--> 60
filed|VBN--> 67
filers|NNS--> 3
files|NNS--> 6
files|VBZ--> 2
filibuster|NN--> 2
filing|NN--> 62
filing|VBG--> 12
filings|NNS--> 16
fill|VB--> 14
filled|VBD--> 3
filled|VBN--> 11
filler|NN--> 3
filling|VBG--> 10
fills|VBZ--> 2
filly|NN--> 1
film|NN--> 30
